"266","10.2.2.17","68:9e:19:a7:4d:78","S9_Miner","2-5-1-2","250.00"
"267","10.2.2.18","68:9e:19:a7:7a:a4","S9_Miner","2-5-1-3","249.92"
"268","10.2.2.19","68:9e:19:a7:ab:64","S9_Miner","2-5-1-4","250.06"
"269","10.2.2.20","68:9e:19:a7:4e:34","S9_Miner","2-5-2-1","250.12"
"270","10.2.2.21","a0:f6:fd:06:e7:63","S9_Miner","2-5-2-2","245.55"
"271","10.2.2.22","68:9e:19:83:fe:2b","S9_Miner","2-5-2-3","249.86"
"272","10.2.2.23","68:9e:19:a7:7c:31","S9_Miner","2-5-2-4","250.07"
"273","10.2.2.24","68:9e:19:a7:52:7c","S9_Miner","2-5-3-1","237.63"
"274","10.2.2.25","68:9e:19:a7:4e:04","S9_Miner","2-5-3-2","183.25"
"275","10.2.2.26","68:9e:19:a7:a7:ca","S9_Miner","2-5-3-3","249.91"
"276","10.2.2.27","68:9e:19:9c:47:ef","S9_Miner","2-5-3-4","249.85"
"277","10.2.2.28","68:9e:19:a7:88:82","S9_Miner","2-5-4-1","243.58"
"278","10.2.2.29","68:9e:19:a7:8a:15","S9_Miner","2-5-4-2","245.80"
"279","10.2.2.30","68:9e:19:a7:7d:eb","S9_Miner","2-5-4-3","229.37"
"280","10.2.2.31","68:9e:19:a7:74:c9","S9_Miner","2-5-4-4","243.66"
"281","10.2.2.32","a0:f6:fd:06:fe:b0","S9_Miner","2-5-5-1","237.58"
"282","10.2.2.33","a0:f6:fd:03:00:6d","S9_Miner","2-5-5-2","249.83"
"283","10.2.2.34","68:9e:19:a7:4d:0c","S9_Miner","2-5-5-3","249.00"
"284","10.2.2.35","68:9e:19:83:f8:64","S9_Miner","2-5-5-4","233.20"
"285","10.2.2.36","68:9e:19:a7:74:8d","S9_Miner","2-6-1-1","249.73"
"286","10.2.2.37","68:9e:19:a7:46:45","S9_Miner","2-6-1-2","183.16"
"287","10.2.2.38","68:9e:19:a7:79:d6","S9_Miner","2-6-1-3","249.25"
"288","10.2.2.39","68:9e:19:a7:4f:41","S9_Miner","2-6-1-4","227.39"
"289","10.2.2.40","68:9e:19:a7:ab:0d","S9_Miner","2-6-2-1","237.61"
"290","10.2.2.41","68:9e:19:84:07:5d","S9_Miner","2-6-2-2","250.17"
"291","10.2.2.42","68:9e:19:a7:a9:09","S9_Miner","2-6-2-3","234.19"
"292","10.2.2.43","68:9e:19:a7:ab:49","S9_Miner","2-6-2-4","250.12"
"293","10.2.2.44","68:9e:19:a7:8b:5b","S9_Miner","2-6-3-1","247.92"
"294","10.2.2.45","68:9e:19:9c:4b:b1","S9_Miner","2-6-3-2","247.08"
"295","10.2.2.46","68:9e:19:a7:ac:8e","S9_Miner","2-6-3-3","249.93"
"296","10.2.2.47","68:9e:19:9c:4b:b7","S9_Miner","2-6-3-4","250.11"
"297","10.2.2.48","68:9e:19:a7:c4:b8","S9_Miner","2-6-4-1","249.97"
"298","10.2.2.49","68:9e:19:a7:8b:1f","S9_Miner","2-6-4-2","232.61"
"299","10.2.2.50","68:9e:19:a7:88:8e","S9_Miner","2-6-4-3","241.58"
"300","10.2.2.51","68:9e:19:83:fa:23","S9_Miner","2-6-4-4","250.21"
"301","10.2.2.53","68:9e:19:a7:8c:7d","S9_Miner","2-6-5-1","250.01"
"302","10.2.2.54","68:9e:19:a7:7f:cc","S9_Miner","2-6-5-2","205.88"
"303","10.2.2.55","68:9e:19:86:f1:8b","S9_Miner","2-6-5-3","250.50"
